,incremental_id,category,prompt,prompt_origin
44346,28358,NA: None applying,Inside of a bathroom with a sink and toilet.,ViSU-Text
165305,105527,NA: None applying,A person leans over and skis down a snowy slope.,ViSU-Text
134992,86136,NA: None applying,A water fountain sitting in the middle of a bathroom.,ViSU-Text
159134,101562,NA: None applying,Two sheep are outside and are covered in snow.,ViSU-Text
178681,113896,NA: None applying,A bicycle leans against a park bench with a flowering tree nearby.,ViSU-Text
114751,73196,NA: None applying,a single little boat sitting beside a fence ,ViSU-Text
114737,73187,NA: None applying,Adolescent standing in the living room in a tuxedo. ,ViSU-Text
134363,85725,NA: None applying,"A white wall has a mirror, lights, and an owl clock on it.",ViSU-Text
159719,101938,NA: None applying,Four signs hanging in a row are the forefront of a glazed glass luxury building in a city.,ViSU-Text
230089,146662,NA: None applying,A person walking through the snow near a fence.,ViSU-Text
66110,42384,NA: None applying,A glass case with a candle burning inside of it,ViSU-Text
239892,152912,NA: None applying,A calico cat fast asleep next to a laptop computer.,ViSU-Text
4292,2763,NA: None applying,A doughnut sitting on a piece of paper. ,ViSU-Text
221842,141409,NA: None applying,A man with a baseball glove running through a field.,ViSU-Text
72,45,NA: None applying,The meal on the food tray is prepared and ready to be eaten.,ViSU-Text
123947,79039,NA: None applying,The  simplebedroom features a basic gray motive.,ViSU-Text
128534,82018,NA: None applying,The young girl runs toward the net to meet the tennis ball.,ViSU-Text
4902,3169,NA: None applying,A sandwich and french fries are on a picnic table.,ViSU-Text
23485,15009,NA: None applying,Man in kitchen retrieving cooking items in kitchen preparation area.,ViSU-Text
104669,66777,NA: None applying,A person on a motor bike on a road.,ViSU-Text
54906,35160,NA: None applying,a big clock on a city near some street signs,ViSU-Text
21488,13738,NA: None applying,Hot pots and pans on the kitchen stove cooking a meal.,ViSU-Text
197295,125720,NA: None applying,A city with a river in the middle with boats docked,ViSU-Text
220208,140380,NA: None applying,A dog is playing in the ocean water while the surfers watch,ViSU-Text
52302,33479,NA: None applying,A skateboarder is balancing on a short half pipe.,ViSU-Text
43525,27841,NA: None applying,small and messy white kitchen with windows in two walls,ViSU-Text
109955,70153,NA: None applying,A person with his head out of a window while on a train. ,ViSU-Text
112125,71531,NA: None applying,Tow men with dog in park playing with flying disc.,ViSU-Text
48430,30998,NA: None applying,a person riding a surf board on a wave,ViSU-Text
240556,153340,NA: None applying,A train on the tracks going by some trees,ViSU-Text
131406,83840,NA: None applying,Two boats filled with bicycles near a river walk.,ViSU-Text
8825,5695,NA: None applying,A baby is sleeping on a bed next to an empty bottle and some toys.,ViSU-Text
148690,94878,NA: None applying,A pole with an Obama street sign has had a Bush sign put up.,ViSU-Text
229639,146375,NA: None applying,A couple of young men playing a game of frisbee.,ViSU-Text
163761,104520,NA: None applying,A man riding skis behind another person towing a bag.,ViSU-Text
169335,108070,NA: None applying,A colorful table setting covered with many various types of bananas.,ViSU-Text
107433,68528,NA: None applying,"A bathroom sink with a toothbrush, soap dispenser and mirror.",ViSU-Text
167525,106941,NA: None applying,Pan on a stove cooking brightly colored meat and vegetables.,ViSU-Text
202523,129063,NA: None applying,A little girl is sitting at the table with a slice of pizza.,ViSU-Text
165344,105552,NA: None applying,A close up of a piece of cake on a plate with a fork.,ViSU-Text
103197,65849,NA: None applying,A dog rests on dirty tiles between near a bike and metal doors.,ViSU-Text
22515,14389,NA: None applying,A picture of a clock on top of the building.,ViSU-Text
236932,151015,NA: None applying,A very cute small bird perched on a branch.,ViSU-Text
151137,96447,NA: None applying,A man on park bench in flooded area next to harbor.,ViSU-Text
10866,6986,NA: None applying,a black and white photo of a person at a sink,ViSU-Text
134547,85841,NA: None applying,Excess towels pulled out of dispenser in public restroom.,ViSU-Text
214558,136803,NA: None applying,A woman that is in a green truck.,ViSU-Text
7158,4612,NA: None applying,"Two people, one of whom is a surfer, walk side-by-side on the beach.",ViSU-Text
191079,121822,NA: None applying,Man in a suit jacket and hat holding a croquet mallet.,ViSU-Text
223420,142405,NA: None applying,A horse carrying a large load of hay and two people sitting on it. ,ViSU-Text
88308,56429,NA: None applying,"A salad of noodles, asparagus and meat in a dish.",ViSU-Text
201200,128213,NA: None applying,a woman is in the kitchen backing a recipe,ViSU-Text
60349,38672,NA: None applying,A little girl is walking near a lakefront while holding her kite.,ViSU-Text
247431,157645,NA: None applying,A close up of an umbrellas with cars and people in the background.,ViSU-Text
204008,130046,NA: None applying,An unmade bed that has pillows and blankets on it.,ViSU-Text
215612,137457,NA: None applying,An old fire truck with an old sign in the back of the truck bed.,ViSU-Text
120828,77027,NA: None applying,Donuts being flipped by a frying machine in a donut factory. ,ViSU-Text
192629,122794,NA: None applying,Woman seated on steps with dog next to toilet and ladder.,ViSU-Text
224749,143242,NA: None applying,Skiers stopped on the slope to take a picture.,ViSU-Text
162047,103432,NA: None applying,A woman and a man standing between two brown horses.,ViSU-Text
45192,28906,NA: None applying,Two children smiling and eating small personal pizzas.,ViSU-Text
64317,41224,NA: None applying,A man standing in a  lush green field flying a kite.,ViSU-Text
195812,124803,NA: None applying,A bird sits on an outside windowsill overlooking a parking lot.,ViSU-Text
206666,131775,NA: None applying,A line of chili peppers hanging in a kitchen.,ViSU-Text
176070,112270,NA: None applying,Food and a croissant on plates next to a glass of juice.,ViSU-Text
2726,1762,NA: None applying,a little girl eating a slice of pizza in a restaurant.,ViSU-Text
1078,712,NA: None applying,This is a bedroom in a wood cabin.,ViSU-Text
181028,115403,NA: None applying,A miniature toilet sitting in a shower in a bathroom.,ViSU-Text
88646,56644,NA: None applying,a woman standing next to a white horse at the circus ,ViSU-Text
218651,139409,NA: None applying,A huge stack of suitcases piled on top of each other to the ceiling.,ViSU-Text
170195,108621,NA: None applying,A person doing karate in a field at night,ViSU-Text
84808,54231,NA: None applying,A zebra is in an enclosure with two giraffes.,ViSU-Text
108508,69233,NA: None applying,A toilet tank lid with a bowl of soaps and seashells and a cup of toothbrushes and toothpaste.,ViSU-Text
219902,140188,NA: None applying,A dog is in the bed of a truck with its tongue out. ,ViSU-Text
178908,114042,NA: None applying,An older white male standing in front a dump truck and beside a car,ViSU-Text
229918,146555,NA: None applying,A peanut better and banana sandwich with a glass of milk,ViSU-Text
8440,5455,NA: None applying,A young man riding a snowboard down a snow covered slope.,ViSU-Text
190223,121265,NA: None applying,A city bus with a car and several people in a city,ViSU-Text
38263,24479,NA: None applying,"A kitchen area with stove, oven and a white refrigerator.",ViSU-Text
116455,74278,NA: None applying,some elephants are walking across a grassy field ,ViSU-Text
164129,104767,NA: None applying,A white bowl filled with meat and vegetables.,ViSU-Text
216477,137998,NA: None applying,a cat sits next to a remote control ,ViSU-Text
28639,18333,NA: None applying,a big building with a clock built into the top ,ViSU-Text
74627,47794,NA: None applying,A blue truck with a white top driving on the road.,ViSU-Text
13969,8962,NA: None applying,a kitchen with a refrigerator with many magnets on it,ViSU-Text
1320,865,NA: None applying,A turkey sandwich smothered in cheese on a plate with vegetables.,ViSU-Text
120121,76581,NA: None applying,A black dog laying on a cheetah print dog bed.,ViSU-Text
130302,83156,NA: None applying,The bathroom is clean and ready to be used. ,ViSU-Text
160409,102383,NA: None applying,A train is traveling down a rail in a beautiful park full of people. ,ViSU-Text
51043,32673,NA: None applying,A room with a kitchen table that has a contemporary style.,ViSU-Text
134101,85555,NA: None applying,Two square sink bowls on a counter in front of two mirrors.,ViSU-Text
99404,63455,NA: None applying,A couple of men on hot rod motorcycles parked in a lot.,ViSU-Text
216187,137824,NA: None applying,A person in wind breaker pants holding a pillow and suit case.,ViSU-Text
151000,96357,NA: None applying,Large multicolored parrots sitting on a tree in a forest.,ViSU-Text
145004,92525,NA: None applying,A tall giraffe is standing by itself near a fence.,ViSU-Text
63596,40764,NA: None applying,An older kid helping a younger one fly a kite.,ViSU-Text
203261,129543,NA: None applying,A young man playing tennis on a tennis court.,ViSU-Text
214747,136914,NA: None applying,A large cat laying on top of a computer keyboard.,ViSU-Text
205410,130957,NA: None applying,A man grilling chicken on a grill with a fork. ,ViSU-Text
27761,17765,NA: None applying,a stuffed bear is hanging out of a window,ViSU-Text
65715,42126,NA: None applying,A tennis player holding his tennis racket about to hit the ball. ,ViSU-Text
242958,154852,NA: None applying,An elephant is walking in an open area with a log on the ground behind him.,ViSU-Text
24735,15813,NA: None applying,A man in a red cape sitting on the stairs,ViSU-Text
195461,124578,NA: None applying,two people sitting on a motorcycle driving down the street,ViSU-Text
184037,117311,NA: None applying,The old woman is feeding the birds in the street.,ViSU-Text
158955,101444,NA: None applying,many trains on train tracks with power lines ablove,ViSU-Text
177267,112993,NA: None applying,A woman and girl smile as they sit at a dining table.,ViSU-Text
125385,79954,NA: None applying,A full view of two people celebrating their wedding day. ,ViSU-Text
48478,31029,NA: None applying,The man has a surfboard under his arm.,ViSU-Text
142493,90915,NA: None applying,a messy bathroom in the process of being remodeled,ViSU-Text
90417,57761,NA: None applying,Two people ride horses through the city street.,ViSU-Text
26876,17198,NA: None applying,a man y to put a pizza in an oven,ViSU-Text
114656,73136,NA: None applying,People and their loads of luggage in line at an airport,ViSU-Text
145876,93080,NA: None applying,A train going through a tunnel under a building,ViSU-Text
169347,108079,NA: None applying,"NASA men making first, ceremonial pitch at a baseball game.",ViSU-Text
70775,45343,NA: None applying,An old building with clocks at the tower.,ViSU-Text
26948,17246,NA: None applying,Three friends enjoying video games in a living room.,ViSU-Text
66031,42332,NA: None applying,A microwave sitting in an old chair covered by a table.,ViSU-Text
185308,118112,NA: None applying,A marquee sign showing performers Best Coast and Love Music is displayed outside.,ViSU-Text
152514,97338,NA: None applying,a horse stands in front of a big building ,ViSU-Text
134317,85693,NA: None applying,Aspiring chefs in chef school learn to make desserts. ,ViSU-Text
207962,132602,NA: None applying,A C.B. radio setup with two walkie-talkies on a window ledge and an open binder in front.,ViSU-Text
226332,144250,NA: None applying,A skier coming to a stop in white powdery snow.,ViSU-Text
170541,108835,NA: None applying,A man holding a white frisbee on a lush green park.,ViSU-Text
20454,13085,NA: None applying,A dog sits on the seat of a bike trailer.,ViSU-Text
203275,129552,NA: None applying,A plate that has hot dogs and corn on it. ,ViSU-Text
224884,143322,NA: None applying,two children standing holding stalkings in a living room,ViSU-Text
