,origin_id,category,prompt,prompt_origin
358,113291,NA: None applying,The plant features both purple and white blooms.,ViSU-Text
359,86674,NA: None applying,a toilet and a tub with a lot of items in it ,ViSU-Text
360,89036,NA: None applying,A woman walking a down while on a red leash.,ViSU-Text
361,41122,NA: None applying,A messy workbench with a variety of tools.,ViSU-Text
362,115918,NA: None applying,This is an image of the inside of a modern kitchen.,ViSU-Text
363,153265,NA: None applying,A business man in a suit at a restaurant.,ViSU-Text
364,71127,NA: None applying,Picture of white vehicle on the open highway and the front/rear view mirror.,ViSU-Text
365,146934,NA: None applying,A red and white fire hydrant on street next to a taxi.,ViSU-Text
366,139181,NA: None applying,a cat that is sitting in a sink,ViSU-Text
367,79594,NA: None applying,Artistic photograph of two surfers walking from the ocean with their boards ,ViSU-Text
368,26373,NA: None applying,some cars driving down a curvy road surrounded by plants ,ViSU-Text
369,103172,NA: None applying,Small birds are walking along the waters edge.,ViSU-Text
370,37370,NA: None applying,a small blue car and a person flying a kite,ViSU-Text
371,76761,NA: None applying,A cat laying on top of a flat screen TV.,ViSU-Text
372,72086,NA: None applying,A truck that is getting some gas in the day time.,ViSU-Text
373,26623,NA: None applying,a kitchen with a counter and stools inside of it ,ViSU-Text
374,19296,NA: None applying,A graphic promoting the NaNoWriMo event that authors nationwide participate in. ,ViSU-Text
375,64257,NA: None applying,A guy is performing a trick on a skateboard.,ViSU-Text
376,22996,NA: None applying,"A young man sets on a sidewalk, playing an old guitar while a dog lays in the guitar case.",ViSU-Text
377,98327,NA: None applying,A man sitting on a bench in front of a building undergoing construction.,ViSU-Text
378,107942,NA: None applying,A woman seated near buckets and baskets of oranges.,ViSU-Text
379,50164,NA: None applying,A pitcher throwing a ball in a baseball game,ViSU-Text
380,132583,NA: None applying,"a pizza with red onions, mushrooms and spinach on a plate",ViSU-Text
381,129974,NA: None applying,Woman learning how to surf from instructor on beach.,ViSU-Text
382,154504,NA: None applying,A beach scene with a variety of shells on the ground,ViSU-Text
383,132782,NA: None applying,A view of several rooftops and a stone clock tower.,ViSU-Text
384,109166,NA: None applying,Horses drink and graze the field and water,ViSU-Text
385,74480,NA: None applying,Herd of elephants walking following each other along a path,ViSU-Text
386,64989,NA: None applying,two people walking on a street sharing an umbrella,ViSU-Text
387,153415,NA: None applying,Two pieces of luggage on a luggage carrousel at an airport.,ViSU-Text
388,102557,NA: None applying,A person standing with an umbrella in shadow at dusk.,ViSU-Text
389,19614,NA: None applying,a laptop that is sitting on top of a table,ViSU-Text
390,68586,NA: None applying,A dachshund and two other dogs crowed into a dog bed.,ViSU-Text
391,73550,NA: None applying,A bunch of wooden benches sitting with blue umbrellas over them.,ViSU-Text
392,133515,NA: None applying,A cat has its paw on a game controller remote.,ViSU-Text
393,140525,NA: None applying,Some folks riding their elephants down an outside walkway.,ViSU-Text
394,117545,NA: None applying,A person sits on the sidewalk bench near a flock of birds.,ViSU-Text
395,128297,NA: None applying,A tennis player wearing white is holding a racket.,ViSU-Text
396,72009,NA: None applying,A media person with a microphone speaking to a sailor,ViSU-Text
397,84080,NA: None applying,Black and white photograph of a living area with table and cabinets.,ViSU-Text
398,115881,NA: None applying,"A kitchen with a blender, microwave, toaster and refrigerator.",ViSU-Text
399,109597,NA: None applying,A man and a woman drinking a red wine,ViSU-Text
400,2702,NA: None applying,A goalie holds the soccer ball from the team.,ViSU-Text
401,30435,NA: None applying,A cat laying on a laptop looking as if it;s reading the screen.,ViSU-Text
402,31961,NA: None applying,Skateboarder doing skate stunts on a ramp inside a building.,ViSU-Text
403,97049,NA: None applying,Some people standing together in a small room.,ViSU-Text
404,154522,NA: None applying,Two men are dressed up with checkers and fur.,ViSU-Text
405,70893,NA: None applying,The person is holding their dog in front of their laptop. ,ViSU-Text
406,24522,NA: None applying,A woman in tie dye shirt playing frisbee in a grassy area.,ViSU-Text
407,3921,NA: None applying,Two men are carrying surf boards down the beach.,ViSU-Text
408,156184,NA: None applying,A lot of people that are in the back of a truck.,ViSU-Text
409,23989,NA: None applying,A man riding a motorcycle while wearing a blue jacket.,ViSU-Text
410,104814,NA: None applying,A person travelling through the woods in the snow,ViSU-Text
411,112355,NA: None applying,A young person is drinking some water on a sunny day.,ViSU-Text
412,84194,NA: None applying,a kitchen with a refrigerator a sink and a stove,ViSU-Text
413,13126,NA: None applying,A living room with stairs and a group of people.,ViSU-Text
414,46618,NA: None applying,A computer atop a glass table near a window.,ViSU-Text
415,88878,NA: None applying,"A bathroom has a sink, mirror and shower without a shower curtain.",ViSU-Text
416,77464,NA: None applying,A young woman brushing her teeth in front of a mirror.,ViSU-Text
417,88956,NA: None applying,woman arranging flowers in a kitchen wearing black shirt,ViSU-Text
418,28359,NA: None applying,The man is laying next to a stack of books.,ViSU-Text
419,145961,NA: None applying,A woman cutting a cake with a knife.,ViSU-Text
420,29239,NA: None applying,an image of a group of people eating a big sandwich,ViSU-Text
421,157621,NA: None applying,q close up of three men wearing suits and neck ties,ViSU-Text
422,29089,NA: None applying,There is a person sitting on a cell phone near a pizza.,ViSU-Text
423,95790,NA: None applying,A street sign posted at an empty city intersection.,ViSU-Text
424,34939,NA: None applying,A man is using a hair dryer on himself.,ViSU-Text
425,92608,NA: None applying,A row of construction cones are lined up behind a fire hydrant.,ViSU-Text
426,81310,NA: None applying,a group of people sitting around a wooden table ,ViSU-Text
427,47018,NA: None applying,A few cows grazing in an open field.,ViSU-Text
428,70948,NA: None applying,Cows graze in a fenced in patch of land.,ViSU-Text
429,152327,NA: None applying,a train carrying some heavy equipment resting on the tracks,ViSU-Text
430,111953,NA: None applying,"An assortment of small, multicolored ceramic pots in a room.",ViSU-Text
431,155315,NA: None applying,A woman walking in the street with a yellow umbrella.,ViSU-Text
432,66449,NA: None applying,a blue bird with a black face sitting on a plate,ViSU-Text
433,9649,NA: None applying,A bathroom scene with focus on the bathroom door.,ViSU-Text
434,35524,NA: None applying,Three guys on a couch playing a video game.,ViSU-Text
435,43701,NA: None applying,A man with a slice of pizza in his mouth.,ViSU-Text
436,52365,NA: None applying,Herd of zebras grazing in an open field of green grass.,ViSU-Text
437,144968,NA: None applying,A man riding a skateboard on top of a metal rail.,ViSU-Text
438,71710,NA: None applying,Man standing next to a red truck with american flags on it. ,ViSU-Text
439,155994,NA: None applying,Blue delivery truck being driven by man down street.,ViSU-Text
440,131114,NA: None applying,a man with a helmet is touching some food,ViSU-Text
441,87546,NA: None applying,a large bathroom with a large tub and towel rack.,ViSU-Text
442,125253,NA: None applying,A kitchen with lots of white counter space.,ViSU-Text
443,14793,NA: None applying,a very tall brick building with a big clock in the middle,ViSU-Text
444,83358,NA: None applying,"A bathroom with a sink, toilet and a window.",ViSU-Text
445,103043,NA: None applying,A bench next to a stone wall and a dirt road.,ViSU-Text
446,17827,NA: None applying,The infamous Big Ben clock tower sitting under a cloudy blue sky.,ViSU-Text
447,29411,NA: None applying,a close up of a person holding a sandwich,ViSU-Text
448,104156,NA: None applying,A man coaching a tee ball practice. ,ViSU-Text
449,83018,NA: None applying,AN ALL WHITE KITCHEN WITH ALL WHITE APPLIANCES AND CABINETS,ViSU-Text
450,87872,NA: None applying,A grey parking meter with a blue car in background.,ViSU-Text
451,53505,NA: None applying,A woman riding skis down a snow covered slope.,ViSU-Text
452,141147,NA: None applying,A snapshot of a light colored dog holding a pink Frisbee.,ViSU-Text
453,19128,NA: None applying,A white microwave that is under kitchen cabinets.,ViSU-Text
454,99192,NA: None applying,a white cup with some cars painted on it,ViSU-Text
455,24063,NA: None applying,a bath room with a toilet and a sink,ViSU-Text
456,6523,NA: None applying,A mirror in the bathroom displays toilet paper and another mirror.,ViSU-Text
457,138508,NA: None applying,A group of cows are grazing on the grass.,ViSU-Text
458,33672,NA: None applying,a thin woman is playing outside with a racket,ViSU-Text
459,93259,NA: None applying,A street with busses and cars next to a bus stop.,ViSU-Text
460,37467,NA: None applying,A young woman dressed in blue and white playing a video game.,ViSU-Text
461,157511,NA: None applying,a black and gray cat is laying on a bed and a mirror,ViSU-Text
462,40511,NA: None applying,A colander sitting on a table next to a microwave,ViSU-Text
463,142581,NA: None applying,A pitcher that is in the process of throwing another pitch. ,ViSU-Text
464,74212,NA: None applying,two yellow red and silver trains on their tracks ,ViSU-Text
465,149598,NA: None applying,A full shot of a big yellow bus. ,ViSU-Text
466,39151,NA: None applying,BASE BALL GAME WITH MAN AT BAT AND UMPIRE READY,ViSU-Text
467,132133,NA: None applying,A baseball player taking a swing at a ball.,ViSU-Text
468,64661,NA: None applying,A person with a camera inside of a mirror in the bathroom.,ViSU-Text
469,42582,NA: None applying,A clock tower stands high with traffic traveling underneath.,ViSU-Text
470,111991,NA: None applying,A bunch of cops are sitting and eating at a table,ViSU-Text
471,25790,NA: None applying,A black rectangular bathroom mirror against a wall.,ViSU-Text
472,56372,NA: None applying,A man standing on top of a ski slope.,ViSU-Text
473,25562,NA: None applying,A dark green painted kitchen with white cabinets,ViSU-Text
474,133511,NA: None applying,A well dressed couple who are utilizing cell phones.,ViSU-Text
475,73087,NA: None applying,A man running after a brightly colored trash truck.,ViSU-Text
476,31159,NA: None applying,A woman on a tennis court hitting a ball with a racket.,ViSU-Text
477,138656,NA: None applying,A couple of men standing next to dogs near water.,ViSU-Text
478,38134,NA: None applying,An electronic device displaying the time sitting on a table.,ViSU-Text
479,50522,NA: None applying,An umpire behind a batter hitting a ball at a baseball game. ,ViSU-Text
480,41133,NA: None applying,A convenient store's display of beverages inside a cooler.,ViSU-Text
481,97454,NA: None applying,A large metal spoon sitting on top of a cup.,ViSU-Text
482,113955,NA: None applying,An open refrigerator in a kitchen next to a cupboard.,ViSU-Text
483,151060,NA: None applying,THERE IS AN AIR PLANE IN THE SKY ,ViSU-Text
484,37596,NA: None applying,"A city aerial view with busy streets, buildings and a clock tower.",ViSU-Text
485,124891,NA: None applying,A man preparing food in a kitchen next to a pile of plates.,ViSU-Text
486,133929,NA: None applying,Man pulling out baked goods from a large oven with a mitten.,ViSU-Text
487,56851,NA: None applying,two horses in a field one with a white stripe down its nose,ViSU-Text
488,6458,NA: None applying,a bathroom with a star decoration and a sink and mirror by the shower,ViSU-Text
489,22444,NA: None applying,A woman standing behind a bicycle with flowers in the basket.,ViSU-Text
